Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID
2.01301E+11,8,otc alterations permit,1/3/2013,1002,31,2847,,Washington,St,,,"dry rot repair, replace in kind at the back of the building, approx 150 sq ft siding sheating & possible studs",complete,3/6/2013,1/3/2013,1/3/2013,3/6/2013,1/3/2013,,4,4,,,12/29/2013,53000,53000,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.79059431634501, -122.44008424554374)",1.29228E+11
2.01301E+11,8,otc alterations permit,1/3/2013,728,75,1340,C,Scott,St,22,,"new construction installation of ""like for like"" sizes & types of windows from 6 aluminum & 6 vinyl. visible from street u factor .4",complete,1/31/2013,1/3/2013,1/3/2013,1/31/2013,1/3/2013,,2,2,,,12/29/2013,3000,3000,apartments,16,apartments,16,0,,5,wood frame (5),5,wood frame (5),,5,Western Addition,94115,"(37.78227856548455, -122.43681215534926)",1.29228E+11
2.01301E+11,8,otc alterations permit,1/3/2013,266,9,1,,Front,St,,,fire sprinkler system upgrade. relocate 20 pendent and 6 upright sprinkler heads on the 2nd floor. relocate 130 upright sprinkler heads on the 28th floor. t.i. #201210192485 for 2nd floor and 201210192486 for 28th floor.,complete,1/23/2013,1/3/2013,1/3/2013,1/23/2013,1/3/2013,,38,38,,Y,12/29/2013,80340,80340,office,0,office,0,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94111,"(37.79175811295306, -122.39891105108664)",1.29228E+12
M364587,8,otc alterations permit,1/3/2013,176,10,100,,Columbus,Av,,,street space,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,,,,,,,0,,,,,,,,,,,,3,Chinatown,94133,"(37.796645074362594, -122.40435709145916)",1.29228E+12
2.01301E+11,8,otc alterations permit,1/3/2013,3707,20,662,,Mission,St,,,"upgrade of (e) mechanical & plumbing systems: rerouting/addition of ducts, air distributors, water supply, piping, drains (floor & floor sinks), vents.",complete,5/22/2013,1/3/2013,1/3/2013,5/22/2013,1/3/2013,,4,4,,,12/29/2013,40000,40000,food/beverage hndlng,0,food/beverage hndlng,0,2,,3,constr type 3,3,constr type 3,,6,Financial District/South Beach,94105,"(37.787087688011525, -122.40135529824154)",1.29228E+12
2.01301E+11,8,otc alterations permit,1/3/2013,318,14,500,,Leavenworth,St,,,unit 101 - 504 - 601:  to obtain final inspection for work approved under pa # 200703206701.  all work is complete.,complete,2/1/2013,1/3/2013,1/3/2013,2/1/2013,1/3/2013,,7,7,,,12/29/2013,1,1,apartments,44,apartments,44,0,,5,wood frame (5),5,wood frame (5),,6,Tenderloin,94102,"(37.785819520399485, -122.41442879309835)",1.29228E+12
2.01301E+11,8,otc alterations permit,1/3/2013,3707,16,90,,New Montgomery,St,,,fire sprinkler  relocation,complete,2/12/2013,1/3/2013,1/24/2013,2/12/2013,1/24/2013,,15,15,,Y,1/19/2014,2000,2000,retail sales,0,retail sales,0,2,,1,constr type 1,1,constr type 1,,6,Financial District/South Beach,94105,"(37.78742256247351, -122.40093229776461)",1.29229E+12
M364588,8,otc alterations permit,1/3/2013,5720,59,194,,Park,St,,,street space permit,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,,,,,,,1,,,,,,,,,,,,9,Bernal Heights,94110,"(37.73632275294428, -122.42116607671792)",1.29229E+12
M364589,8,otc alterations permit,1/3/2013,4792,18,1295,,Shafter,Av,,,street space permit,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,,,,,,,1,,,,,,,,,,,,10,Bayview Hunters Point,94124,"(37.72752662193879, -122.38506673423853)",1.29229E+12
2.01301E+11,8,otc alterations permit,1/3/2013,2613,18,2321,,15th,St,,,revision to app#201211204599. move exterior door to adjacent wall. no change in cost.,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,1,1,,,12/29/2013,1,1,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,8,Castro/Upper Market,94114,"(37.765447452741384, -122.43639051620804)",1.29229E+12
2.01301E+11,8,otc alterations permit,1/3/2013,318,14,500,,Leavenworth,St,,,unit 202: to obtain final inspection for work approved under pa # 200807076085;  all work is complete.,complete,2/1/2013,1/3/2013,1/3/2013,2/1/2013,1/3/2013,,7,7,,,12/29/2013,1,1,apartments,44,apartments,44,0,,5,wood frame (5),5,wood frame (5),,6,Tenderloin,94102,"(37.785819520399485, -122.41442879309835)",1.29229E+12
2.01301E+11,8,otc alterations permit,1/3/2013,318,14,500,,Leavenworth,St,,,unit 401:  to obtain final inspection for work approved under pa # 200801152535.  all work is complete.,complete,2/1/2013,1/3/2013,1/3/2013,2/1/2013,1/3/2013,,7,7,,,12/29/2013,1,1,apartments,44,apartments,44,0,,5,wood frame (5),5,wood frame (5),,6,Tenderloin,94102,"(37.785819520399485, -122.41442879309835)",1.29229E+12
2.01301E+11,8,otc alterations permit,1/3/2013,289,4,1,,Sansome,St,,,interior remoel of elevator lobby and bathrooms. all mep to follow,complete,8/18/2014,1/3/2013,1/4/2013,8/18/2014,1/4/2013,,48,48,,,12/30/2013,50000,50000,office,0,office,0,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94104,"(37.79043181182459, -122.40135901244663)",1.29229E+11
2.01301E+11,8,otc alterations permit,1/3/2013,318,14,500,,Leavenworth,St,,,unit 605:  to obtain final inspection for work approved under pa # 200807292851.  all work is complete.,complete,2/1/2013,1/3/2013,1/3/2013,2/1/2013,1/3/2013,,7,7,,,12/29/2013,1,1,apartments,44,apartments,44,0,,5,wood frame (5),5,wood frame (5),,6,Tenderloin,94102,"(37.785819520399485, -122.41442879309835)",1.29229E+12
2.01301E+11,8,otc alterations permit,1/3/2013,318,14,500,,Leavenworth,St,,,"unit 102,504 & 601:  to obtain final inspection for work approved under pa # 200803116857.  all work is complete.",complete,2/1/2013,1/3/2013,1/3/2013,2/1/2013,1/3/2013,,7,7,,,12/29/2013,1,1,apartments,44,apartments,44,0,,5,wood frame (5),5,wood frame (5),,6,Tenderloin,94102,"(37.785819520399485, -122.41442879309835)",1.29229E+12
2.01301E+11,8,otc alterations permit,1/3/2013,318,14,500,,Leavenworth,St,,,"unit 101,204,206 & 403:  to obtain final inspection for work approved under pa # 200608028279.  all work is complete.",complete,2/1/2013,1/3/2013,1/3/2013,2/1/2013,1/3/2013,,7,7,,,12/29/2013,1,1,apartments,44,apartments,44,0,,5,wood frame (5),5,wood frame (5),,6,Tenderloin,94102,"(37.785819520399485, -122.41442879309835)",1.29229E+12
2.01301E+11,8,otc alterations permit,1/3/2013,289,4,1,,Sansome,St,,,interior remodel of elevator lobby and bathrooms. all mep to follow,issued,1/4/2013,1/3/2013,1/4/2013,,1/4/2013,,48,48,,,12/30/2013,50000,50000,office,0,office,0,2,,1,constr type 1,1,constr type 1,,3,Financial District/South Beach,94104,"(37.79043181182459, -122.40135901244663)",1.2923E+11
2.01301E+11,8,otc alterations permit,1/3/2013,318,14,500,,Leavenworth,St,,,unit 606:  to obtain final inspection for work approved under pa # 200609011274.  all work is complete.,complete,2/1/2013,1/3/2013,1/3/2013,2/1/2013,1/3/2013,,7,7,,,12/29/2013,1,1,apartments,44,apartments,44,0,,5,wood frame (5),5,wood frame (5),,6,Tenderloin,94102,"(37.785819520399485, -122.41442879309835)",1.2923E+12
2.01301E+11,3,additions alterations or repairs,1/3/2013,5418,13,1777,,Yosemite,Av,,,install one (1) (n) omni-directional antenna & (1) one (n) equipment to the (e) concrete rooftop penthouse for e-911.,complete,10/1/2013,1/3/2013,3/22/2013,10/1/2013,3/22/2013,,3,3,,,3/17/2014,5000,5000,"warehouse,no frnitur",,"warehouse,no frnitur",,2,,3,constr type 3,3,constr type 3,,10,Bayview Hunters Point,94124,"(37.72825031298922, -122.39496961489361)",1.2923E+12
2.01301E+11,8,otc alterations permit,1/3/2013,3643,3,2712,,Mission,St,,,to obtain final inspection for work approved under pa200109188561; all work is complete,cancelled,3/19/2013,1/3/2013,1/3/2013,,1/3/2013,,2,2,,,12/29/2013,1,1,office,,office,,0,,5,wood frame (5),5,wood frame (5),,9,Mission,94110,"(37.75333422503093, -122.41912426435022)",1.2923E+12
2.01301E+11,8,otc alterations permit,1/3/2013,1591,2,645,,48th,Av,,,for documentation only & to comply with nov #201157029: this is to declare that no work was performed under pa #200407017878. we called in 2005 to inform dbi that we would not proceed with any work and requested for a refund of thae permit fee,filed,1/3/2013,1/3/2013,,,,,2,2,,,,1,1,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,1,Outer Richmond,94121,"(37.77608302669349, -122.50948730924182)",1.2923E+12
2.01301E+11,8,otc alterations permit,1/3/2013,3643,3,2712,,Mission,St,,,to obtain final inspection for work approved under pa8805384; all work is complete,cancelled,3/19/2013,1/3/2013,1/3/2013,,1/3/2013,,2,2,,,12/29/2013,1,1,office,,office,,0,,5,wood frame (5),5,wood frame (5),,9,Mission,94110,"(37.75333422503093, -122.41912426435022)",1.2923E+12
2.01301E+11,8,otc alterations permit,1/3/2013,3643,3,2712,,Mission,St,,,to obtain final inspection for work approved under pa200203201851; all work is complete,cancelled,3/19/2013,1/3/2013,1/3/2013,,1/3/2013,,2,2,,,12/29/2013,1,1,office,,office,,0,,5,wood frame (5),5,wood frame (5),,9,Mission,94110,"(37.75333422503093, -122.41912426435022)",1.2923E+12
2.01301E+11,8,otc alterations permit,1/3/2013,3554,27,411,,Valencia,St,,,revision to app#200510135500. deleting sprinklers at light well locations,complete,2/4/2013,1/3/2013,1/4/2013,2/4/2013,1/4/2013,,5,5,,,12/30/2013,1,1,apartments,16,apartments,16,2,,1,constr type 1,1,constr type 1,,9,Mission,94103,"(37.766279315574295, -122.42170159841355)",1.2923E+12
2.01301E+11,8,otc alterations permit,1/3/2013,3643,15,3350,,24th,St,,,fire repair of extg 3 unit residential bldg converting ground floor storage to garage. garage to be fully sprinklered under a separate permit.,withdrawn,4/7/2014,1/3/2013,,,,,3,3,,,,120000,0,apartments,3,apartments,3,2,,5,wood frame (5),5,wood frame (5),,9,Mission,94110,"(37.75235752103026, -122.41972664340784)",1.2923E+12
2.01301E+11,8,otc alterations permit,1/3/2013,3643,15,3354,,24th,St,,,fire repair of extg 3 unit residential bldg converting ground floor storage to garage. garage to be fully sprinklered under a separate permit.,withdrawn,4/7/2014,1/3/2013,,,,,3,3,,,,120000,0,apartments,3,apartments,3,2,,5,wood frame (5),5,wood frame (5),,9,Mission,94110,"(37.75235752103026, -122.41972664340784)",1.2923E+12
2.01301E+11,8,otc alterations permit,1/3/2013,1788,020A,1384,,34th,Av,,,"bathroom remodel, no framing changes, no wall relocation, new electrical, and plumbing fixtures. permanently installed lights in bathroom shall be high efficacy unless they are controlled by manual on occupancy sensors - cec 150(k)10.",complete,2/28/2013,1/3/2013,1/3/2013,2/28/2013,1/3/2013,,2,2,,,12/29/2013,2250,9000,2 family dwelling,2,2 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,4,Sunset/Parkside,94122,"(37.76134979350005, -122.4928723523509)",1.29231E+12
M364607,8,otc alterations permit,1/3/2013,5918,27,425,,Bowdoin,St,,,street space and sidewalk repair,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,,,,,,,1,,,,,,,,,,,,9,Portola,94134,"(37.73001193084715, -122.41191244219509)",1.29231E+12
2.01301E+11,8,otc alterations permit,1/3/2013,6256,20,397,,Leland,Av,,,reroofing,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,2,2,,,12/29/2013,8000,8000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,10,Visitacion Valley,94134,"(37.7134696655659, -122.41159734211746)",1.29231E+12
2.01301E+11,8,otc alterations permit,1/3/2013,998,15,224,,Presidio,Av,,,reroofing,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,3,3,,,12/29/2013,14000,14000,apartments,4,apartments,4,0,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94115,"(37.78958552359807, -122.44692357239872)",1.29231E+12
2.01301E+11,8,otc alterations permit,1/3/2013,998,15,230,,Presidio,Av,,,reroofing,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,3,3,,,12/29/2013,14000,14000,apartments,4,apartments,4,0,,5,wood frame (5),5,wood frame (5),,2,Presidio Heights,94115,"(37.78958552359807, -122.44692357239872)",1.29231E+12
2.01301E+11,8,otc alterations permit,1/3/2013,0047C,103,1080,,Chestnut,St,1,E,revision to app#201211305190. interior remodel all new appliances and finishes and one new powder room.,complete,7/10/2013,1/3/2013,1/4/2013,7/10/2013,1/4/2013,,18,18,,,12/20/2015,276000,276000,apartments,58,apartments,58,2,,1,constr type 1,1,constr type 1,,2,Russian Hill,94109,"(37.80304775845679, -122.42107445066917)",1.29231E+12
2.01301E+11,8,otc alterations permit,1/3/2013,294,8,240,,Post,St,,,revision to pa#2012-0726-5879. shelving work only.,complete,7/8/2013,1/3/2013,1/4/2013,7/8/2013,1/4/2013,,4,4,,,12/30/2013,5000,5000,retail sales,0,retail sales,0,2,,3,constr type 3,3,constr type 3,,3,Financial District/South Beach,94108,"(37.78888038202636, -122.4059198255557)",1.29231E+12
2.01301E+11,8,otc alterations permit,1/3/2013,3709,14,425,,Market,St,,,"tenant improvement on the 23rd fl including new non-structural partitions, finishes, millwork, new lighting & associated mechanical work.  life safety & sprinkler under separate permit.",complete,8/1/2013,1/3/2013,1/7/2013,8/1/2013,1/7/2013,,38,38,,,12/17/2016,2922726,2922726,office,,office,,2,,1,constr type 1,1,constr type 1,,6,Financial District/South Beach,94105,"(37.79112834895975, -122.39812620202213)",1.29231E+12
2.01301E+11,8,otc alterations permit,1/3/2013,976,76,2953,,Pacific,Av,0,,"remove (e) tile from 3 decks, replace ply sub strate, waterproof & retile.adding 5/8 typ x gyp to deck soffic. add mortar bed on deck surface to min 1"" thick. work is less than 50%",complete,8/28/2013,1/3/2013,1/3/2013,8/28/2013,1/3/2013,,4,4,,,12/29/2013,13500,13500,apartments,4,apartments,4,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.79190208039375, -122.44396436113615)",1.29231E+12
M364627,8,otc alterations permit,1/3/2013,5556,7,118,,Brewster,St,,,street space,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,,,,,,,1,,,,,,,,,,,,9,Bernal Heights,94110,"(37.74488138765367, -122.40709065935589)",1.29231E+12
2.01301E+11,8,otc alterations permit,1/3/2013,976,77,2955,,Pacific,Av,0,,"remove (e) tile from 3 decks, replace ply sub strate, waterproof & retile.adding 5/8 typ x gyp to deck soffic. add mortar bed on deck surface to min 1"" thick. work is less than 50%",complete,8/28/2013,1/3/2013,1/3/2013,8/28/2013,1/3/2013,,4,4,,,12/29/2013,13500,13500,apartments,4,apartments,4,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.79190208039375, -122.44396436113615)",1.29232E+12
2.01301E+11,8,otc alterations permit,1/3/2013,976,78,2957,,Pacific,Av,0,,"remove (e) tile from 3 decks, replace ply sub strate, waterproof & retile.adding 5/8 typ x gyp to deck soffic. add mortar bed on deck surface to min 1"" thick. work is less than 50%",complete,8/28/2013,1/3/2013,1/3/2013,8/28/2013,1/3/2013,,4,4,,,12/29/2013,13500,13500,apartments,4,apartments,4,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.79190208039375, -122.44396436113615)",1.29232E+12
2.01301E+11,8,otc alterations permit,1/3/2013,976,79,2959,,Pacific,Av,0,,"remove (e) tile from 3 decks, replace ply sub strate, waterproof & retile.adding 5/8 typ x gyp to deck soffic. add mortar bed on deck surface to min 1"" thick. work is less than 50%",complete,8/28/2013,1/3/2013,1/3/2013,8/28/2013,1/3/2013,,4,4,,,12/29/2013,13500,13500,apartments,4,apartments,4,0,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94115,"(37.79190208039375, -122.44396436113615)",1.29232E+12
2.01301E+11,8,otc alterations permit,1/3/2013,575,17,1770,,Pacific,Av,101,,kitchen and bath remodel at 2nd floor unit 101; wall changes with new pocket doors at non load bearing walls.,complete,7/15/2013,1/3/2013,1/8/2013,7/15/2013,1/8/2013,,4,4,,,12/24/2015,110000,110000,apartments,17,apartments,17,2,,5,wood frame (5),5,wood frame (5),,2,Pacific Heights,94109,"(37.79492694437125, -122.42450832138442)",1.29232E+11
2.01301E+11,8,otc alterations permit,1/3/2013,2854,29,155,,Gardenside,Dr,29,,"1 kitchen & 1 bathroom remodel in same format, no wall relocation. replace 2 new ext. patio doors & 3 windows w/u-factor not to exceed 0.40. bronze aluminum frames same openings & double glazed units. lighting in kitchen & bathroom remodel shall comply w/cec 150(k)8 & 150(k)10.",complete,6/21/2013,1/3/2013,1/3/2013,6/21/2013,1/3/2013,,3,3,,,12/29/2013,45000,45000,apartments,35,apartments,35,0,,5,wood frame (5),5,wood frame (5),,8,Twin Peaks,94114,"(37.75449716629775, -122.44508576832222)",1.29232E+12
2.01301E+11,8,otc alterations permit,1/3/2013,1159,16,1996,,Mcallister,St,,,"(n) stairs to roof & (n) roof deck. remodel (e) kitchen, bathrooms & powder rm. repair dry rot at rear wall & re-roof powder rm.",complete,6/13/2013,1/3/2013,1/8/2013,6/13/2013,1/8/2013,,2,2,,,1/3/2014,60000,60000,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,5,Lone Mountain/USF,94115,"(37.77712581184931, -122.44482546730808)",1.29232E+11
2.01301E+11,8,otc alterations permit,1/3/2013,318,14,500,,Leavenworth,St,,,unit 102 & 206:  to obtain final inspection for work approved under pa # 200608230240.  all work is complete.,complete,2/1/2013,1/3/2013,1/3/2013,2/1/2013,1/3/2013,,7,7,,,12/29/2013,1,1,apartments,44,apartments,44,0,,5,wood frame (5),5,wood frame (5),,6,Tenderloin,94102,"(37.785819520399485, -122.41442879309835)",1.29232E+12
2.01301E+11,8,otc alterations permit,1/3/2013,529,93,2828,,Octavia,St,0,,"dry rot repair on trim work at front of bldg. as original in-kind. install new sash pack wood windows in front lower living area to replace rotten sashes, total 5 windows, no alternation of framing, no rough opening changes. u-factor for windows shall not exceed 0.40.",complete,12/11/2013,1/3/2013,1/3/2013,12/11/2013,1/3/2013,,3,3,,,12/29/2013,7000,7000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,2,Marina,94123,"(37.79838949343956, -122.42879958627906)",1.29232E+12
2.01301E+11,8,otc alterations permit,1/3/2013,4097,18,748,,Wisconsin,St,,,front building: dry rot repair. remove and replace in kind. work can bes seen from street.,complete,1/11/2013,1/3/2013,1/3/2013,1/11/2013,1/3/2013,,2,2,,,12/29/2013,1000,1000,1 family dwelling,2,1 family dwelling,2,0,,5,wood frame (5),5,wood frame (5),,10,Potrero Hill,94107,"(37.75793453077189, -122.39931299024266)",1.29232E+12
2.01301E+11,8,otc alterations permit,1/3/2013,7138,39,157,,Sadowa,St,,,"replace windows for the back of the house.  5 windos, not visable from street.",complete,12/12/2013,1/3/2013,1/3/2013,12/12/2013,1/3/2013,,2,2,,,12/29/2013,1200,1200,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,11,Oceanview/Merced/Ingleside,94112,"(37.71204876538336, -122.45774442543588)",1.29233E+12
2.01301E+11,8,otc alterations permit,1/3/2013,1764,16,1377,,09th,Av,,,reroofing,issued,1/3/2013,1/3/2013,1/3/2013,,1/3/2013,,2,2,,,12/29/2013,8000,8000,1 family dwelling,1,1 family dwelling,1,0,,5,wood frame (5),5,wood frame (5),,5,Inner Sunset,94122,"(37.76257872465732, -122.46653881195456)",1.29233E+12
2.01301E+11,8,otc alterations permit,1/3/2013,3732,88,451,,Tehama,St,,,"voluntary safety upgrade to (e)conc. foundation w/(n) 3x p.t. sill & epoxy anchor bolting w/ 5/8"" diax18"" @32""o.c. (12"" embed) & galv. plate washers. no conc. capping to (e)footing, total 180 ln.ft. provide simpson a34 @16""o.c. w/0.138"" dia short screws to (e)shtg. & sill,simpson post connectors.",complete,6/18/2013,1/3/2013,1/4/2013,6/18/2013,1/4/2013,,2,2,,,12/30/2013,6520,9000,apartments,4,apartments,4,0,,5,wood frame (5),5,wood frame (5),,6,South of Market,94103,"(37.7800170187942, -122.40544664638688)",1.29233E+12
2.01301E+11,8,otc alterations permit,1/3/2013,3002,46,375,,Los Palmos,Dr,,,remodel (e) kitchen on 2nd floor. remodel (e) bathroom & add half bath on 2nd floor.  replace windows at rear side of bldg.  remodel (e) laundry room at 1st floor.  replace and relocate (e) water heater & furnace.,complete,4/5/2013,1/3/2013,1/7/2013,4/5/2013,1/7/2013,,2,2,,,1/2/2014,16000,26000,1 family dwelling,1,1 family dwelling,1,2,,5,wood frame (5),5,wood frame (5),,7,West of Twin Peaks,94127,"(37.73471892899394, -122.45046498979914)",1.29233E+12
